WORK_ORDER,TLA,CARTON_NO,PALLET_NO,CONTAINER_NO,SKU,MLB_PCBA,FATP_SN,NFC_UID,STM32_UUID,METAL_BASE,FF_TRACKING_NUMBER,SHIPPING_DATE,FATP_INPUT_DATETIME,ME_LINE_OUT_DATETIME,OQC_LINE_OUTPUT_DATETIME
BH-104282,88-0000861,HC4420011,PHC4420018,FEDEX#746390181817,COSMO,FK2436HCOS1AA381,FK2436HCOS1AA381,04be687ab91690000000,0060003D5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-05 09:24:40,2024-10-12 09:31:39,2024-10-16 18:31:22
BH-104282,88-0000861,HC4410001,PHC4420018,FEDEX#746390181817,COSMO,FK2436HCOS1AA380,FK2436HCOS1AA380,04be6e7ab91690000000,0054003D5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-05 17:31:23,2024-10-11 14:04:00,2024-10-16 18:31:22
BH-104282,88-0000861,HC4410001,PHC4420018,FEDEX#746390181817,COSMO,FK2436HCOS1AA379,FK2436HCOS1AA379,043b7e7ab91690000000,0025003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-05 17:31:38,2024-10-12 13:51:49,2024-10-16 18:31:22
BH-104282,88-0000861,HC4410001,PHC4420018,FEDEX#746390181817,COSMO,FK2436HCOS1AA378,FK2436HCOS1AA378,043b857ab91690000000,001F003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-05 08:06:25,2024-10-11 13:48:29,2024-10-16 18:31:22
BH-104282,88-0000861,HC4420012,PHC4420018,FEDEX#746390181817,COSMO,FK2436HCOS1AA377,FK2436HCOS1AA377,047c217ab91690000000,004E003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-05 14:47:58,2024-10-12 10:48:51,2024-10-16 18:31:22
BH-104282,88-0000861,HC4410001,PHC4420018,FEDEX#746390181817,COSMO,FK2436HCOS1AA374,FK2436HCOS1AA374,043b287ab91690000000,005A003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-09-27 08:10:21,2024-10-11 14:11:55,2024-10-16 18:31:22
BH-104282,88-0000861,HC4420012,PHC4420018,FEDEX#746390181817,COSMO,FK2436HCOS1AA369,FK2436HCOS1AA369,04be867ab91690000000,0040003C5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-05 15:22:03,2024-10-12 10:13:28,2024-10-16 18:31:22
BH-104282,88-0000861,HC4420012,PHC4420018,FEDEX#746390181817,COSMO,FK2436HCOS1AA367,FK2436HCOS1AA367,043b4d7ab91690000000,004A003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-05 09:45:31,2024-10-12 10:25:22,2024-10-16 18:31:22
BH-104282,88-0000861,HC4420012,PHC4420018,FEDEX#746390181817,COSMO,FK2436HCOS1AA366,FK2436HCOS1AA366,043b597ab91690000000,003C003C5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-05 09:45:30,2024-10-12 10:30:43,2024-10-16 18:31:22
BH-104282,88-0000861,HC4420011,PHC4420018,FEDEX#746390181817,COSMO,FK2436HCOS1AA365,FK2436HCOS1AA365,043b5f7ab91690000000,0046003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-05 09:24:30,2024-10-12 11:10:28,2024-10-16 18:31:22
BH-104282,88-0000861,HC4410001,PHC4420018,FEDEX#746390181817,COSMO,FK2436HCOS1AA363,FK2436HCOS1AA363,043b657ab91690000000,0048003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-05 14:47:45,2024-10-12 10:03:16,2024-10-16 18:31:22
BH-104282,88-0000861,HC4420012,PHC4420018,FEDEX#746390181817,COSMO,FK2436HCOS1AA362,FK2436HCOS1AA362,04be7a7ab91690000000,0044003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-05 10:22:50,2024-10-11 14:09:26,2024-10-16 18:31:22
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR016,FK2439HCOS1GR016,043e31f2a11390000000,003F00435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:40:52,2024-10-12 13:22:48,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR015,FK2439HCOS1GR015,0421557ab91690000000,0029003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:41:02,2024-10-15 15:17:21,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR011,FK2439HCOS1GR011,043cc17ab91690000000,0068003D5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:28:33,2024-10-15 15:07:41,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR010,FK2439HCOS1GR010,045aaff2a11390000000,002500435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:48:12,2024-10-12 15:49:52,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR008,FK2439HCOS1GR008,045aa9f2a11390000000,002300435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:19:41,2024-10-12 13:11:22,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR005,FK2439HCOS1GR005,047e1ef2a11390000000,0021003D5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:48:25,2024-10-12 15:22:33,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR174,FK2439HCOS1GR174,043b787ab91690000000,001B003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:37:53,2024-10-12 15:56:04,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR172,FK2439HCOS1GR172,045c117ab91690000000,005A00435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:37:51,2024-10-12 15:45:26,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR168,FK2439HCOS1GR168,045d517ab91690000000,001800445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:28:42,2024-10-12 15:38:53,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR164,FK2439HCOS1GR164,041f8f7ab91690000000,005F003F5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 09:31:54,2024-10-12 15:52:59,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR161,FK2439HCOS1GR161,045c0b7ab91690000000,005400435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 09:12:56,2024-10-12 16:23:43,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420018,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR160,FK2439HCOS1GR160,04c1567ab91690000000,001E00445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:10:35,2024-10-15 15:23:59,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR159,FK2439HCOS1GR159,04c7737ab91690000000,006100435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:28:38,2024-10-12 16:09:56,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR157,FK2439HCOS1GR157,045c177ab91690000000,001C00445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:10:31,2024-10-12 15:41:52,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR155,FK2439HCOS1GR155,04b8757ab91690000000,002100415830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 09:31:58,2024-10-12 14:48:28,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR154,FK2439HCOS1GR154,043b727ab91690000000,001A003C5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:10:39,2024-10-15 14:49:33,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR151,FK2439HCOS1GR151,04b86f7ab91690000000,0045003F5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:10:33,2024-10-12 15:04:41,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR149,FK2439HCOS1GR149,04be377ab91690000000,004C003D5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:24,2024-10-12 15:12:43,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR147,FK2439HCOS1GR147,045180f2a11390000000,005B00435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:36,2024-10-12 14:58:22,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR148,FK2439HCOS1GR148,04404af2a11390000000,005400425830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:17,2024-10-12 14:01:13,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR146,FK2439HCOS1GR146,04be3d7ab91690000000,004C003C5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 13:59:06,2024-10-12 16:22:13,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR145,FK2439HCOS1GR145,04276ef2a11390000000,0062003E5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:21,2024-10-12 14:26:31,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR144,FK2439HCOS1GR144,0420777ab91690000000,004B00455830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:30,2024-10-12 13:28:11,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR143,FK2439HCOS1GR143,0459bdf2a11390000000,006000435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:25,2024-10-12 14:50:09,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR142,FK2439HCOS1GR142,045174f2a11390000000,003D003D5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:22,2024-10-12 16:03:38,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR141,FK2439HCOS1GR141,0459b7f2a11390000000,0033003D5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:26,2024-10-12 15:59:01,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR140,FK2439HCOS1GR140,045a97f2a11390000000,001B003D5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:44,2024-10-12 15:51:22,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR139,FK2439HCOS1GR139,045ac4f2a11390000000,002B00435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:46,2024-10-15 15:22:19,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR138,FK2439HCOS1GR138,04209c7ab91690000000,004700455830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:47,2024-10-12 14:53:29,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR137,FK2439HCOS1GR137,047f0bf2a11390000000,005A003E5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:34,2024-10-12 13:14:35,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR136,FK2439HCOS1GR136,045945f2a11390000000,006200425830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:19:30,2024-10-12 13:29:49,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR134,FK2439HCOS1GR134,04b8947ab91690000000,001F00415830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:28,2024-10-12 13:21:01,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR131,FK2439HCOS1GR131,04407af2a11390000000,001F00415830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 13:59:05,2024-10-12 16:08:23,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR130,FK2439HCOS1GR130,04580ff2a11390000000,002300425830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:32,2024-10-12 14:28:14,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR129,FK2439HCOS1GR129,045908f2a11390000000,006300445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 13:59:07,2024-10-15 15:25:40,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR128,FK2439HCOS1GR128,04401ef2a11390000000,005200425830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:08,2024-10-12 14:41:54,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR127,FK2439HCOS1GR127,044024f2a11390000000,006000425830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:41,2024-10-12 15:46:59,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR126,FK2439HCOS1GR126,04b7a07ab91690000000,0049003F5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:43,2024-10-12 14:51:54,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR125,FK2439HCOS1GR125,04b79a7ab91690000000,006C003F5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:19,2024-10-12 16:15:53,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420018,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR123,FK2439HCOS1GR123,04b89a7ab91690000000,002B00415830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:18:39,2024-10-15 15:34:48,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420018,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR124,FK2439HCOS1GR124,045957f2a11390000000,004E00425830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:09:06,2024-10-15 15:06:10,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR122,FK2439HCOS1GR122,043b3a7ab91690000000,003C003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:48:29,2024-10-12 15:06:17,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR121,FK2439HCOS1GR121,045abef2a11390000000,002F00435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:48:10,2024-10-12 13:08:06,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR120,FK2439HCOS1GR120,043a3d7ab91690000000,003F00455830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:48:17,2024-10-15 15:28:32,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR117,FK2439HCOS1GR117,0420337ab91690000000,004900455830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:28:50,2024-10-15 15:04:25,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420018,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR116,FK2439HCOS1GR116,04212f7ab91690000000,003B003F5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:19:51,2024-10-15 15:12:33,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR110,FK2439HCOS1GR110,043b107ab91690000000,0021003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:40:46,2024-10-12 13:18:03,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR108,FK2439HCOS1GR108,043367f2a11390000000,003B00435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:28:46,2024-10-15 14:54:29,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR107,FK2439HCOS1GR107,045a9df2a11390000000,0027003D5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:27:59,2024-10-12 16:06:57,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR106,FK2439HCOS1GR106,045aa3f2a11390000000,0023003D5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:28:30,2024-10-15 15:10:56,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR105,FK2439HCOS1GR105,0420717ab91690000000,003D00455830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:28:49,2024-10-12 13:09:46,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR104,FK2439HCOS1GR104,045167f2a11390000000,002D003D5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:28:47,2024-10-15 15:31:03,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR102,FK2439HCOS1GR102,04205f7ab91690000000,003F003F5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:28:52,2024-10-12 13:56:31,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR100,FK2439HCOS1GR100,0420967ab91690000000,0065003E5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:48:23,2024-10-12 13:13:02,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR099,FK2439HCOS1GR099,04204c7ab91690000000,0027003F5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:48:24,2024-10-12 13:00:35,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR093,FK2439HCOS1GR093,04b73e7ab91690000000,004900415830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:28:44,2024-10-12 15:40:23,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR094,FK2439HCOS1GR094,043a617ab91690000000,0054003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:27:55,2024-10-12 15:03:05,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR092,FK2439HCOS1GR092,047c637ab91690000000,004C003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 09:31:48,2024-10-12 14:22:25,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR091,FK2439HCOS1GR091,043a677ab91690000000,0021003F5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:27:52,2024-10-12 14:04:29,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR089,FK2439HCOS1GR089,04b7817ab91690000000,001E00425830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:27:53,2024-10-12 14:02:50,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR090,FK2439HCOS1GR090,047c5d7ab91690000000,003B00455830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:27:46,2024-10-12 14:06:14,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR087,FK2439HCOS1GR087,04c1957ab91690000000,002400435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:27:42,2024-10-12 15:48:26,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR086,FK2439HCOS1GR086,043a857ab91690000000,0031003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:27:49,2024-10-12 14:24:58,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR085,FK2439HCOS1GR085,04c18d7ab91690000000,003600445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:27:51,2024-10-12 16:17:28,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR084,FK2439HCOS1GR084,043a5b7ab91690000000,004D00455830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:27:45,2024-10-12 14:19:51,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR081,FK2439HCOS1GR081,043a7f7ab91690000000,002D003B5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:27:44,2024-10-15 14:57:39,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR082,FK2439HCOS1GR082,04b74a7ab91690000000,006100415830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 14:27:40,2024-10-12 15:57:33,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR079,FK2439HCOS1GR079,04b7517ab91690000000,0043003F5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 09:31:47,2024-10-12 13:33:02,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR077,FK2439HCOS1GR077,043a317ab91690000000,004100455830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 09:32:06,2024-10-12 16:05:05,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR078,FK2439HCOS1GR078,043b227ab91690000000,0050003C5830501620343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:10:08,2024-10-12 16:19:00,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR075,FK2439HCOS1GR075,04c2617ab91690000000,002800445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:10:26,2024-10-12 13:25:24,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420016,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR074,FK2439HCOS1GR074,045815f2a11390000000,005000425830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 09:31:44,2024-10-12 15:54:34,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR073,FK2439HCOS1GR073,04c2987ab91690000000,003800445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 09:13:00,2024-10-12 14:45:07,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420015,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR069,FK2439HCOS1GR069,04c2557ab91690000000,001A00435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:10:38,2024-10-12 16:02:11,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR068,FK2439HCOS1GR068,04c1807ab91690000000,002200435830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 09:13:02,2024-10-12 15:17:51,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR065,FK2439HCOS1GR065,044036f2a11390000000,006400425830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 16:28:26,2024-10-15 14:52:47,2024-10-16 18:30:23
BH-104282,88-0000861,HC4420017,PHC4420012,FEDEX#746390181817,COSMO,FK2439HCOS1GR066,FK2439HCOS1GR066,04c2497ab91690000000,004B00445830501720343353,NA,FEDEX#746390181817,2024-10-17 09:55:05,2024-10-04 09:13:05,2024-10-15 14:51:11,2024-10-16 18:30:23
